,Temperature_C,Rainfall_mm,WindSpeed_m_s,SolarRadiation_MJ_m2,Humidity_percent
2015-01-01,24.38,0.0,0.87,7.4532,36.45
2015-01-02,24.31,0.0,0.89,7.5317,34.5
2015-01-03,24.41,1.03,0.79,7.2749,42.12
2015-01-04,25.08,1.59,0.73,7.2763,40.37
2015-01-05,25.12,1.45,0.77,7.0188,36.12
2015-01-06,25.73,0.02,0.73,6.1826,45.1
2015-01-07,25.5,0.09,0.69,5.6554,51.95
2015-01-08,25.69,0.07,0.66,6.305,56.77
2015-01-09,26.23,0.02,0.68,6.6312,52.09
2015-01-10,26.06,0.01,0.78,6.8854,43.31
2015-01-11,26.07,0.04,0.71,6.301,43.34
2015-01-12,24.32,0.21,0.66,5.8224,53.59
2015-01-13,26.02,0.18,0.77,6.6173,48.82
2015-01-14,24.91,0.0,0.82,7.5415,35.34
2015-01-15,25.35,0.0,0.91,7.584,30.47
2015-01-16,25.33,0.0,0.88,7.4964,29.15
2015-01-17,25.28,0.0,0.9,7.4851,28.43
2015-01-18,25.6,0.0,0.86,7.3853,28.17
2015-01-19,26.43,0.02,0.74,6.5582,34.61
2015-01-20,26.81,0.69,0.76,5.681,48.0
2015-01-21,26.29,0.04,0.72,5.6784,51.95
2015-01-22,26.74,0.05,0.84,5.7077,54.89
2015-01-23,26.04,0.04,0.77,6.4066,57.02
2015-01-24,25.76,0.02,0.77,6.5652,55.13
2015-01-25,25.01,0.01,0.77,7.3159,51.55
2015-01-26,25.15,0.0,0.7,7.517,46.82
2015-01-27,26.69,0.0,0.76,7.4136,40.31
2015-01-28,25.42,0.0,0.71,7.201,40.44
2015-01-29,25.19,0.0,0.76,7.4729,44.66
2015-01-30,25.98,0.0,0.81,7.4902,42.48
2015-01-31,26.73,0.01,0.78,7.4623,41.53
2015-02-01,26.29,0.02,0.83,6.5189,45.64
2015-02-02,26.77,0.01,0.83,6.8978,44.09
2015-02-03,26.7,0.03,0.84,6.8897,48.87
2015-02-04,26.78,0.69,0.76,6.6038,55.38
2015-02-05,27.02,0.01,0.82,6.6485,51.97
2015-02-06,27.49,0.01,0.78,7.061,50.64
2015-02-07,27.34,0.0,0.78,6.5714,49.43
2015-02-08,26.76,0.0,0.82,6.4615,49.38
2015-02-09,26.74,0.0,0.84,7.4014,49.91
2015-02-10,27.41,0.28,0.99,7.3673,50.6
2015-02-11,27.73,0.04,0.75,7.5823,42.45
2015-02-12,27.33,0.05,0.79,7.0822,43.32
2015-02-13,28.04,0.04,0.76,7.3951,43.31
2015-02-14,28.03,0.3,0.8,6.8081,41.92
2015-02-15,27.52,3.04,0.74,5.4038,49.02
2015-02-16,27.72,3.0,0.77,6.1349,52.13
2015-02-17,27.21,2.36,0.83,5.6549,52.98
2015-02-18,26.89,1.27,0.81,6.4994,51.72
2015-02-19,27.49,0.91,0.89,6.8215,52.18
2015-02-20,27.85,0.03,0.88,6.9497,50.23
2015-02-21,28.66,0.0,0.95,7.1225,46.05
2015-02-22,28.86,0.0,0.94,6.9804,41.65
2015-02-23,28.09,0.0,0.92,7.2552,44.12
2015-02-24,27.81,0.0,0.91,7.3906,46.03
2015-02-25,27.47,0.0,0.86,7.1498,41.58
2015-02-26,27.79,0.02,0.93,7.3867,42.5
2015-02-27,28.37,0.06,0.91,7.3178,47.93
2015-02-28,28.05,0.01,0.93,7.6471,42.45
2015-03-01,27.66,0.03,0.89,6.6094,37.69
2015-03-02,26.59,0.0,0.84,7.693,43.09
2015-03-03,26.72,0.0,0.92,7.5466,44.94
2015-03-04,26.67,0.0,0.93,7.1693,38.97
2015-03-05,26.56,0.0,0.87,7.5166,36.13
2015-03-06,26.16,0.0,0.92,7.7321,42.11
2015-03-07,26.52,0.0,0.97,7.7162,41.21
2015-03-08,26.92,0.0,0.99,7.7902,40.89
2015-03-09,26.8,0.0,0.95,7.8036,42.26
2015-03-10,26.35,0.0,0.99,7.62,42.67
2015-03-11,26.86,0.0,0.95,7.6097,44.53
2015-03-12,27.39,0.02,0.98,7.1129,47.01
2015-03-13,28.36,0.07,1.26,6.2998,48.64
2015-03-14,27.41,0.32,1.32,7.153,49.53
2015-03-15,27.58,0.0,1.13,7.6853,43.11
2015-03-16,28.44,0.02,1.21,7.5679,42.65
2015-03-17,27.71,0.08,1.21,6.2681,47.28
2015-03-18,28.29,0.19,1.38,6.0401,48.39
2015-03-19,28.47,0.07,1.25,6.707,37.5
2015-03-20,28.74,0.16,1.32,6.4258,41.81
2015-03-21,29.09,0.44,1.55,6.7714,49.05
2015-03-22,28.27,1.48,1.56,5.6398,53.97
2015-03-23,27.75,3.5,1.46,4.4239,56.79
2015-03-24,27.2,2.55,1.35,5.5493,57.79
2015-03-25,26.12,12.25,1.21,5.2802,68.37
2015-03-26,24.97,5.88,1.02,4.6102,69.76
2015-03-27,26.17,0.45,1.02,5.0542,63.25
2015-03-28,26.4,2.04,1.03,4.9841,66.65
2015-03-29,26.83,1.27,1.01,6.1104,64.01
2015-03-30,27.35,0.98,0.94,5.9724,61.14
2015-03-31,27.4,0.98,0.98,5.8212,59.8
2015-04-01,27.48,2.12,0.96,6.1764,59.34
2015-04-02,27.85,1.44,0.97,5.9482,57.03
2015-04-03,27.63,3.48,1.21,5.1271,60.33
2015-04-04,26.63,6.82,0.95,5.3038,66.39
2015-04-05,26.35,2.27,0.75,5.591,68.4
2015-04-06,26.15,6.42,0.86,6.0302,71.8
2015-04-07,25.72,1.96,0.85,6.3835,69.06
2015-04-08,26.45,4.11,0.94,5.9244,65.85
2015-04-09,25.68,5.92,0.9,3.9754,72.67
2015-04-10,26.55,1.56,0.85,5.4048,62.12
2015-04-11,27.18,0.2,0.86,6.7147,58.65
2015-04-12,27.25,0.35,0.85,7.0236,59.12
2015-04-13,27.65,0.6,1.02,6.325,57.37
2015-04-14,27.81,0.54,1.16,6.1027,57.94
2015-04-15,27.91,0.72,1.11,5.7653,59.54
2015-04-16,27.08,5.75,1.22,5.7996,64.68
2015-04-17,26.2,12.44,1.16,4.0735,70.33
2015-04-18,25.13,18.73,0.81,5.0695,72.98
2015-04-19,26.21,1.57,0.83,6.403,65.63
2015-04-20,27.01,1.0,1.11,6.1404,60.55
2015-04-21,26.59,2.31,1.24,5.9107,65.71
2015-04-22,26.61,4.8,1.28,6.1118,63.77
2015-04-23,26.31,5.24,1.18,6.481,64.96
2015-04-24,26.65,1.92,1.14,6.2832,59.0
2015-04-25,26.68,0.87,1.38,6.0449,61.08
2015-04-26,27.05,6.93,1.2,5.5714,61.77
2015-04-27,23.83,19.93,0.62,3.7531,82.47
2015-04-28,23.01,18.15,0.58,5.0849,84.17
2015-04-29,23.46,2.73,0.57,5.1691,78.81
2015-04-30,24.84,2.84,0.71,5.3237,74.2
2015-05-01,24.59,7.93,0.89,5.0282,78.64
2015-05-02,24.3,16.24,0.99,5.1492,75.66
2015-05-03,24.39,0.12,1.03,5.8495,64.43
2015-05-04,25.23,2.12,1.22,6.481,72.06
2015-05-05,25.55,0.55,1.27,5.4422,66.16
2015-05-06,25.89,0.91,1.1,6.0403,66.29
2015-05-07,25.51,0.73,1.03,5.5102,70.37
2015-05-08,24.86,2.45,1.08,5.7372,65.83
2015-05-09,24.42,0.61,1.29,5.1926,67.65
2015-05-10,25.56,0.2,0.92,5.6242,64.25
2015-05-11,26.44,0.7,1.08,5.7134,63.12
2015-05-12,26.5,0.4,1.0,6.2098,63.82
2015-05-13,26.03,0.93,0.99,5.8706,67.96
2015-05-14,25.28,1.93,1.04,5.8339,72.51
2015-05-15,26.62,0.84,1.19,6.2174,66.98
2015-05-16,26.09,1.98,1.38,5.2162,71.1
2015-05-17,26.19,0.43,1.28,5.9594,65.13
2015-05-18,26.32,0.13,1.14,5.855,59.3
2015-05-19,26.02,0.09,1.17,5.9498,55.14
2015-05-20,25.94,0.23,1.22,5.3462,59.4
2015-05-21,25.49,0.31,1.08,5.3813,58.62
2015-05-22,25.56,0.18,1.12,6.0197,55.75
2015-05-23,26.36,0.29,1.26,5.1595,57.42
2015-05-24,26.4,0.53,1.27,4.818,57.46
2015-05-25,26.12,0.43,1.27,4.5686,57.35
2015-05-26,26.34,0.24,1.17,4.5278,55.62
2015-05-27,26.52,0.16,1.29,5.3494,55.42
2015-05-28,26.83,0.34,1.29,4.6613,56.36
2015-05-29,26.36,0.38,1.41,5.0261,61.63
2015-05-30,25.73,1.62,1.37,3.8143,65.37
2015-05-31,24.79,3.5,1.43,4.1954,70.77
2015-06-01,24.85,3.13,1.39,4.0303,71.85
2015-06-02,25.05,0.68,1.22,4.1294,66.75
2015-06-03,25.74,0.2,0.97,5.1036,62.27
2015-06-04,26.21,0.62,0.94,4.6666,61.93
2015-06-05,26.65,0.06,0.94,4.6733,58.49
2015-06-06,26.16,0.14,1.15,3.9862,60.92
2015-06-07,26.41,0.03,1.25,5.0894,53.28
2015-06-08,25.11,0.04,1.37,3.7181,57.93
2015-06-09,25.19,0.06,1.1,4.7594,56.83
2015-06-10,25.05,0.08,1.22,4.9452,57.25
2015-06-11,25.33,0.08,1.09,4.7971,52.54
2015-06-12,25.19,0.06,1.12,3.9142,56.84
2015-06-13,25.83,0.08,1.06,3.7246,57.92
2015-06-14,25.89,0.08,0.89,4.9505,52.89
2015-06-15,25.73,0.05,1.1,5.8558,46.44
2015-06-16,25.34,0.22,1.08,5.6856,50.65
2015-06-17,25.68,0.15,1.01,4.4318,56.31
2015-06-18,26.04,0.33,1.11,3.3646,58.3
2015-06-19,25.63,0.29,1.46,3.8016,58.59
2015-06-20,25.54,0.08,1.58,4.2806,54.76
2015-06-21,24.74,0.05,1.42,5.1475,51.09
2015-06-22,25.23,0.05,1.48,6.0233,50.13
2015-06-23,25.8,0.25,1.39,5.7523,58.15
2015-06-24,25.48,0.42,1.41,4.6874,59.83
2015-06-25,25.51,0.29,1.36,4.8749,58.62
2015-06-26,25.28,0.05,1.51,5.1919,48.12
2015-06-27,24.82,0.06,1.36,6.0242,53.25
2015-06-28,25.71,0.05,1.4,5.1487,49.17
2015-06-29,26.11,0.05,1.52,4.6397,56.43
2015-06-30,25.82,0.42,1.75,4.242,60.1
2015-07-01,25.03,0.42,1.73,4.4594,59.99
2015-07-02,24.75,0.32,1.66,4.2742,59.9
2015-07-03,24.51,0.35,1.67,4.6159,60.59
2015-07-04,24.37,0.17,1.68,5.2375,55.89
2015-07-05,24.55,0.04,1.66,6.66,51.44
2015-07-06,25.2,0.86,1.85,5.167,55.29
2015-07-07,25.0,0.57,1.86,4.6829,57.45
2015-07-08,25.05,0.4,1.84,4.4794,59.24
2015-07-09,24.67,0.73,1.95,3.5988,61.72
2015-07-10,24.22,0.22,2.11,4.8173,57.52
2015-07-11,24.0,0.01,1.85,5.9786,50.64
2015-07-12,24.72,0.04,1.83,5.1151,57.41
2015-07-13,24.96,0.05,1.88,4.303,56.73
2015-07-14,24.81,0.04,1.94,5.1984,53.22
2015-07-15,24.14,0.06,2.02,4.8857,50.22
2015-07-16,24.21,0.03,1.65,5.7451,50.35
2015-07-17,25.09,0.06,1.56,5.7449,52.53
2015-07-18,25.33,0.44,2.27,5.5507,55.75
2015-07-19,23.52,2.12,1.87,2.4922,65.15
2015-07-20,24.34,0.54,2.06,3.6156,61.13
2015-07-21,24.53,0.15,2.07,3.2378,55.76
2015-07-22,24.86,0.09,2.07,3.9029,52.25
2015-07-23,24.95,0.1,2.06,3.409,55.06
2015-07-24,24.76,0.15,1.88,3.9984,56.99
2015-07-25,24.01,0.55,1.96,4.5192,59.31
2015-07-26,24.61,0.38,1.85,4.3853,56.03
2015-07-27,25.66,0.68,1.93,4.1141,57.36
2015-07-28,25.21,0.35,2.28,3.0046,54.83
2015-07-29,25.38,0.34,2.45,4.5744,59.18
2015-07-30,24.42,0.32,2.23,4.9524,56.02
2015-07-31,26.3,0.15,1.86,5.7658,52.66
2015-08-01,25.83,0.71,1.97,4.5818,56.4
2015-08-02,25.04,1.27,2.41,3.9346,58.8
2015-08-03,24.59,0.31,2.52,4.3728,58.18
2015-08-04,24.9,0.25,2.73,3.9458,55.68
2015-08-05,25.19,0.2,2.52,4.8773,51.35
2015-08-06,25.1,1.02,2.55,3.8186,59.86
2015-08-07,24.28,1.28,2.56,2.9818,61.59
2015-08-08,23.19,1.39,2.66,2.4787,61.8
2015-08-09,23.27,0.13,2.46,3.1661,61.26
2015-08-10,24.92,0.04,2.04,5.1924,52.08
2015-08-11,24.84,0.04,2.47,4.2295,53.78
2015-08-12,25.29,0.05,2.45,5.8022,52.32
2015-08-13,25.6,0.03,2.63,6.4805,50.52
2015-08-14,25.07,0.04,2.56,5.0114,53.81
2015-08-15,25.3,0.07,2.82,4.4825,54.18
2015-08-16,25.25,0.03,3.13,5.4559,48.26
2015-08-17,25.26,0.03,2.89,6.1906,50.3
2015-08-18,25.44,0.06,2.43,5.5783,48.82
2015-08-19,25.57,0.08,2.46,4.65,54.34
2015-08-20,25.49,0.23,2.44,2.9698,58.3
2015-08-21,25.29,0.11,2.66,3.9718,53.16
2015-08-22,25.13,0.1,2.71,5.9117,54.54
2015-08-23,24.25,0.19,2.75,6.8278,51.1
2015-08-24,24.92,0.03,2.64,6.6331,51.34
2015-08-25,25.64,0.11,3.05,4.9114,51.14
2015-08-26,25.71,0.03,2.82,6.7766,47.54
2015-08-27,25.44,0.04,2.72,7.235,47.39
2015-08-28,25.48,0.12,2.95,7.1234,54.49
2015-08-29,25.49,0.14,2.86,4.8466,54.24
2015-08-30,25.83,0.07,2.7,6.109,49.71
2015-08-31,26.28,0.07,2.59,3.5278,53.42
2015-09-01,26.26,0.04,2.67,4.697,50.15
2015-09-02,26.6,0.13,2.54,4.3087,50.76
2015-09-03,26.57,0.1,2.53,5.358,51.94
2015-09-04,26.5,0.1,2.87,4.632,52.67
2015-09-05,26.02,0.01,2.9,5.5205,47.52
2015-09-06,26.0,0.01,2.53,6.4846,45.05
2015-09-07,25.48,0.01,2.69,4.7364,47.9
2015-09-08,25.57,0.01,2.88,7.1666,40.69
2015-09-09,25.8,0.04,2.81,7.1177,42.6
2015-09-10,26.0,0.09,2.92,5.9035,49.33
2015-09-11,26.05,0.15,2.51,6.7963,51.91
2015-09-12,26.63,0.15,2.44,6.354,45.22
2015-09-13,26.7,0.04,2.93,6.8412,44.9
2015-09-14,26.66,0.05,2.92,5.2738,50.9
2015-09-15,25.9,0.08,2.93,4.3195,51.22
2015-09-16,26.09,0.02,2.58,5.7478,43.75
2015-09-17,26.81,0.01,2.25,6.8554,45.49
2015-09-18,27.62,0.05,2.3,6.6746,48.33
2015-09-19,27.48,0.04,2.21,6.8856,46.46
2015-09-20,27.28,0.03,2.65,7.3992,43.82
2015-09-21,27.01,0.03,2.68,7.2185,43.14
2015-09-22,26.68,0.22,2.7,5.6635,46.74
2015-09-23,26.32,0.07,2.63,4.6015,44.55
2015-09-24,26.47,0.04,2.12,6.8494,43.49
2015-09-25,26.38,0.07,2.22,6.9739,46.9
2015-09-26,26.28,0.02,2.35,6.3398,44.97
2015-09-27,26.7,0.03,2.39,6.3941,46.99
2015-09-28,27.09,0.06,2.26,7.1038,50.71
2015-09-29,27.93,0.07,2.09,6.8894,50.67
2015-09-30,28.33,0.4,2.02,6.2561,51.48
2015-10-01,28.21,0.26,2.06,6.7433,51.74
2015-10-02,28.08,0.44,1.88,5.7586,53.22
2015-10-03,27.94,2.89,1.89,5.85,55.9
2015-10-04,27.14,3.24,2.14,4.7388,57.51
2015-10-05,27.14,0.6,2.08,6.3768,55.4
2015-10-06,27.07,0.24,2.08,6.8172,49.31
2015-10-07,27.62,0.46,2.32,4.9087,51.94
2015-10-08,27.84,1.15,2.15,5.827,55.32
2015-10-09,27.41,1.78,1.86,6.0048,55.41
2015-10-10,26.85,0.42,1.73,6.1286,51.33
2015-10-11,27.22,0.22,1.86,5.2774,47.76
2015-10-12,27.27,2.91,1.95,6.0178,59.18
2015-10-13,26.75,1.32,1.75,5.9299,56.13
2015-10-14,26.94,0.75,1.56,5.6647,56.37
2015-10-15,26.97,0.52,1.63,6.3979,52.58
2015-10-16,27.48,1.17,1.78,5.4089,58.07
2015-10-17,26.87,5.38,1.63,5.6114,60.67
2015-10-18,26.45,5.47,1.57,5.245,61.31
2015-10-19,26.57,1.37,1.62,5.3014,55.06
2015-10-20,26.62,0.82,1.47,5.5831,51.96
2015-10-21,27.23,0.76,1.35,6.3415,48.56
2015-10-22,27.14,2.44,1.34,4.9999,53.42
2015-10-23,26.74,1.91,1.4,4.7323,54.85
2015-10-24,27.54,0.32,1.37,5.981,48.79
2015-10-25,28.02,0.51,1.37,5.9971,49.74
2015-10-26,28.02,0.19,1.14,6.4394,43.25
2015-10-27,28.08,0.48,1.1,6.0434,44.53
2015-10-28,27.85,0.23,1.19,5.6767,49.7
2015-10-29,28.68,0.29,1.29,5.5565,46.44
2015-10-30,28.98,0.12,1.05,5.6695,44.5
2015-10-31,27.14,3.16,0.88,5.7384,62.19
2015-11-01,25.92,7.19,0.92,2.897,73.06
2015-11-02,26.15,2.62,0.89,5.8668,71.06
2015-11-03,25.66,3.32,0.71,5.3964,73.2
2015-11-04,26.34,2.8,1.02,5.4794,69.24
2015-11-05,26.63,2.82,1.24,4.6874,65.56
2015-11-06,27.02,0.28,1.29,5.6918,59.05
2015-11-07,26.7,1.27,1.3,5.839,58.47
2015-11-08,26.68,2.7,1.19,6.4742,59.98
2015-11-09,25.08,12.86,1.02,5.2169,73.49
2015-11-10,24.79,6.05,0.87,6.1522,69.9
2015-11-11,24.93,3.66,1.03,5.5627,71.53
2015-11-12,26.29,0.56,0.97,5.7298,63.44
2015-11-13,25.95,0.48,0.93,5.9837,68.52
2015-11-14,25.53,2.63,0.77,3.7584,71.97
2015-11-15,24.82,6.18,0.82,5.815,76.53
2015-11-16,24.65,6.75,0.7,4.7976,76.82
2015-11-17,23.17,9.82,0.6,3.9406,84.96
2015-11-18,24.39,5.53,0.73,4.7333,78.01
2015-11-19,25.17,4.59,0.69,5.0614,74.93
2015-11-20,24.26,5.6,0.64,6.0211,78.82
2015-11-21,22.77,17.68,0.57,4.8014,87.3
2015-11-22,24.78,1.71,0.58,5.2334,72.44
2015-11-23,25.18,1.73,0.67,5.9374,70.56
2015-11-24,24.74,1.68,0.58,5.4449,74.45
2015-11-25,25.4,3.42,0.65,4.9519,70.36
2015-11-26,24.5,6.27,0.77,3.1546,77.53
2015-11-27,24.17,9.01,0.69,4.8979,79.39
2015-11-28,24.44,7.97,0.64,5.1367,79.65
2015-11-29,24.55,8.34,0.78,4.7544,79.14
2015-11-30,23.94,3.58,0.69,4.4597,78.26
2015-12-01,24.97,1.41,0.59,6.0358,71.38
2015-12-02,25.27,0.96,0.62,5.2603,70.57
2015-12-03,25.12,1.82,0.67,5.1202,74.36
2015-12-04,25.51,1.91,0.52,5.5334,71.06
2015-12-05,25.7,0.95,0.48,6.1771,69.5
2015-12-06,26.06,0.32,0.5,6.0727,65.32
2015-12-07,25.92,0.87,0.51,5.3153,67.63
2015-12-08,26.26,0.95,0.59,6.1085,67.5
2015-12-09,26.4,0.35,0.63,6.0982,64.62
2015-12-10,26.1,0.39,0.6,6.6276,58.49
2015-12-11,26.87,0.49,0.55,6.1999,57.75
2015-12-12,27.13,0.75,0.51,5.5961,54.88
2015-12-13,26.22,6.41,0.48,4.3325,67.39
2015-12-14,24.16,55.3,0.38,4.4801,84.13
2015-12-15,24.32,1.94,0.58,4.4126,80.28
2015-12-16,25.75,1.05,0.53,4.5475,69.56
2015-12-17,24.19,6.22,0.53,5.3222,80.48
2015-12-18,24.38,4.49,0.59,3.8606,77.2
2015-12-19,24.12,2.6,0.47,5.6582,77.68
2015-12-20,24.34,2.95,0.5,5.1024,75.23
2015-12-21,24.79,0.75,0.57,6.0427,66.92
2015-12-22,24.87,0.09,0.62,6.7752,58.57
2015-12-23,25.07,0.74,0.57,5.7706,62.22
2015-12-24,25.61,0.49,0.54,5.9558,63.2
2015-12-25,25.25,1.37,0.55,4.9901,70.4
2015-12-26,25.71,2.09,0.55,4.8413,71.35
2015-12-27,25.34,1.0,0.64,4.1738,74.54
2015-12-28,25.39,0.17,0.67,5.5872,65.2
2015-12-29,24.84,0.01,0.66,6.4298,58.49
2015-12-30,25.72,0.01,0.64,6.8597,57.21
2015-12-31,27.18,0.03,0.56,6.9886,57.57
2016-01-01,27.17,0.03,0.6,7.0464,60.49
2016-01-02,26.75,1.42,0.55,6.0713,60.52
2016-01-03,26.48,5.06,0.58,5.4122,67.5
2016-01-04,25.49,6.4,0.71,3.937,73.87
2016-01-05,25.77,2.34,0.65,5.976,70.76
2016-01-06,26.4,0.13,0.59,5.9309,64.32
2016-01-07,26.15,0.02,0.64,6.1829,63.12
2016-01-08,25.74,0.01,0.65,5.4254,60.38
2016-01-09,26.31,0.0,0.63,5.7574,57.15
2016-01-10,26.39,0.0,0.57,5.1228,57.55
2016-01-11,26.34,1.26,0.6,4.1422,61.8
2016-01-12,25.61,1.64,0.59,4.7566,66.26
2016-01-13,26.06,0.31,0.61,5.688,62.42
2016-01-14,26.22,0.82,0.58,5.113,60.1
2016-01-15,26.02,2.48,0.61,4.5094,64.03
2016-01-16,24.17,5.57,0.38,4.7856,71.79
2016-01-17,26.22,3.93,0.58,4.7371,61.13
2016-01-18,26.25,2.56,0.6,4.1784,63.16
2016-01-19,26.21,4.02,0.54,3.6058,67.08
2016-01-20,26.24,2.26,0.62,3.9595,66.59
2016-01-21,25.86,0.64,0.68,4.3915,62.92
2016-01-22,26.02,0.06,0.69,6.2851,52.99
2016-01-23,25.83,0.03,0.68,7.0546,53.49
2016-01-24,26.0,0.22,0.65,7.1268,54.75
2016-01-25,27.06,0.07,0.65,6.9103,55.64
2016-01-26,27.56,0.02,0.67,6.7495,51.18
2016-01-27,27.52,0.15,0.69,6.5964,48.91
2016-01-28,25.21,1.08,0.65,5.5008,62.59
2016-01-29,25.23,0.49,0.69,5.2006,66.92
2016-01-30,26.33,0.24,0.68,5.2654,59.96
2016-01-31,26.3,0.1,0.56,5.5673,58.68
2016-02-01,26.03,0.04,0.72,6.2719,56.77
2016-02-02,25.07,0.01,0.88,6.9048,50.42
2016-02-03,24.98,0.02,0.77,6.6986,51.37
2016-02-04,25.81,0.0,0.8,7.1426,49.02
2016-02-05,26.11,0.0,0.94,7.5533,43.51
2016-02-06,25.7,0.0,0.78,7.4976,45.5
2016-02-07,27.34,0.02,0.73,6.9098,43.77
2016-02-08,28.64,1.04,0.62,5.5906,51.1
2016-02-09,26.98,3.65,0.64,4.1143,65.52
2016-02-10,26.9,1.51,0.74,5.1338,64.34
2016-02-11,27.25,0.38,0.68,5.1739,55.51
2016-02-12,27.33,0.04,0.79,6.6206,51.24
2016-02-13,27.25,0.07,0.89,6.9811,51.34
2016-02-14,26.99,0.0,0.82,7.1251,48.46
2016-02-15,26.37,0.01,0.8,7.1878,51.83
2016-02-16,26.01,0.0,0.79,7.1174,54.11
2016-02-17,26.98,0.0,0.79,7.4846,49.32
2016-02-18,27.73,0.03,0.81,6.9228,48.54
2016-02-19,27.48,0.04,0.87,4.8919,47.93
2016-02-20,25.66,0.0,0.92,5.7046,47.12
2016-02-21,25.49,0.0,0.83,7.3049,40.01
2016-02-22,26.66,0.0,0.86,7.6951,40.09
2016-02-23,27.35,0.0,0.86,7.5478,49.99
2016-02-24,27.87,0.0,0.92,7.2485,49.18
2016-02-25,27.87,0.05,0.84,7.0697,48.29
2016-02-26,26.6,2.19,0.81,5.6858,59.12
2016-02-27,27.17,3.63,0.9,6.3168,63.18
2016-02-28,26.5,1.85,0.96,6.359,65.72
2016-02-29,26.98,1.55,0.96,6.3542,62.28
2016-03-01,27.01,1.48,1.08,5.2589,63.02
2016-03-02,27.11,0.51,0.91,5.7118,61.81
2016-03-03,28.06,0.78,1.09,5.8277,57.25
2016-03-04,28.41,0.07,1.02,6.7522,53.63
2016-03-05,28.46,0.08,0.99,6.5467,52.19
2016-03-06,29.46,0.15,0.91,6.4982,46.4
2016-03-07,29.36,4.43,1.16,5.2586,51.76
2016-03-08,29.12,2.09,1.07,5.7866,55.23
2016-03-09,27.0,3.21,0.75,5.6568,64.35
2016-03-10,27.41,1.47,0.83,5.3947,64.21
2016-03-11,28.49,1.62,0.98,7.3135,57.32
2016-03-12,27.82,0.99,1.02,6.7517,58.13
2016-03-13,27.64,0.0,0.91,7.7006,50.65
2016-03-14,28.03,0.0,0.97,7.7371,53.01
2016-03-15,28.31,0.0,0.89,7.6836,51.18
2016-03-16,29.46,0.0,0.91,7.4489,46.64
2016-03-17,30.16,0.08,1.0,7.2312,45.37
2016-03-18,29.65,0.07,0.96,6.9732,47.21
2016-03-19,28.45,0.34,0.84,6.9118,50.97
2016-03-20,30.07,0.2,0.9,7.3817,46.26
2016-03-21,29.71,0.04,0.9,7.109,47.35
2016-03-22,28.67,0.08,0.84,7.0358,48.9
2016-03-23,29.42,0.25,0.89,7.0788,43.79
2016-03-24,29.12,0.11,0.99,6.7322,47.34
2016-03-25,29.32,0.3,1.06,7.0466,47.11
2016-03-26,29.0,0.13,1.04,6.697,48.02
2016-03-27,29.56,0.16,0.85,7.2254,47.63
2016-03-28,30.18,0.03,0.92,6.871,45.73
2016-03-29,30.17,0.05,1.09,6.4843,47.67
2016-03-30,29.57,0.7,1.01,6.6545,52.64
2016-03-31,30.28,0.37,1.01,6.1836,48.67
2016-04-01,28.78,3.78,1.01,4.967,54.46
2016-04-02,28.49,3.59,1.1,5.4209,53.94
2016-04-03,27.65,1.43,1.14,4.8142,57.5
2016-04-04,26.83,0.72,1.05,5.071,55.5
2016-04-05,27.71,0.62,1.11,5.43,52.73
2016-04-06,27.82,2.65,1.01,4.7808,56.97
2016-04-07,27.71,0.26,1.09,6.2177,51.13
2016-04-08,28.91,0.08,0.99,6.9583,46.04
2016-04-09,29.65,0.84,1.22,5.161,51.11
2016-04-10,28.78,1.25,1.51,5.8829,57.08
2016-04-11,28.68,1.09,1.3,5.1866,57.61
2016-04-12,28.02,2.29,1.42,5.4194,59.53
2016-04-13,28.4,0.84,1.49,5.8414,54.7
2016-04-14,29.2,0.94,1.32,6.2182,49.53
2016-04-15,28.21,2.76,1.31,6.1056,60.3
2016-04-16,26.28,10.53,1.3,5.8414,71.07
2016-04-17,26.27,29.34,0.97,5.2776,71.69
2016-04-18,26.89,0.62,0.77,5.6441,65.88
2016-04-19,26.37,1.93,0.83,6.0317,67.16
2016-04-20,27.32,0.76,0.78,5.7211,63.85
2016-04-21,27.02,0.53,0.9,5.166,65.12
2016-04-22,27.14,1.83,0.82,6.3406,64.98
2016-04-23,26.49,4.75,0.91,6.0478,70.81
2016-04-24,26.78,11.03,1.16,4.4954,68.52
2016-04-25,26.27,6.84,1.2,4.4393,68.4
2016-04-26,26.58,2.05,1.14,5.8637,67.77
2016-04-27,27.16,2.41,1.01,6.133,66.23
2016-04-28,24.89,16.95,1.2,4.7167,73.64
2016-04-29,24.47,5.34,0.8,4.4688,76.78
2016-04-30,23.55,8.64,0.72,3.3038,81.73
2016-05-01,24.33,6.9,0.77,3.3324,77.18
2016-05-02,25.4,3.54,0.68,4.7412,70.1
2016-05-03,26.16,0.33,1.03,5.4701,62.2
2016-05-04,26.56,0.27,0.97,5.8447,64.66
2016-05-05,25.85,7.31,1.21,5.6575,73.85
2016-05-06,25.6,2.05,1.2,4.5677,66.42
2016-05-07,25.41,0.2,0.88,5.3419,61.39
2016-05-08,24.66,0.1,1.1,4.2233,59.47
2016-05-09,25.21,2.06,1.01,5.9789,64.2
2016-05-10,24.48,3.34,1.29,3.6758,69.32
2016-05-11,25.64,0.17,1.3,4.8691,61.63
2016-05-12,25.82,0.17,1.26,4.8919,61.81
2016-05-13,25.73,0.28,1.13,3.6624,63.29
2016-05-14,25.44,0.05,1.13,4.1983,60.76
